new_id,task_id
1173,0
1174,0
1176,0
1186,0
1189,0
1191,0
1192,0
1193,0
1194,0
1195,0
1196,0
1197,0
1200,0
1204,0
1205,0
1208,0
1211,0
1212,0
1213,0
1214,0
1220,0
1221,0
1223,0
1224,0
1226,0
1227,0
1229,0
1231,0
1233,0
1236,0
1237,0
1238,0
1241,0
1252,0
1255,0
1256,0
1257,0
1260,0
1261,0
1263,0
1264,0
1265,0
1266,0
1267,0
1268,0
1272,0
1273,0
1276,0
1278,0
1281,0
1282,0
1284,0
1285,0
1290,0
1295,0
1296,0
1297,0
1299,0
1300,0
1306,0
1308,0
1309,0
1310,0
1311,0
1312,0
1315,0
1316,0
1317,0
1319,0
1320,0
1323,0
1324,0
1325,0
1326,0
1327,0
1328,0
1329,0
1330,0
1332,0
1333,0
1334,0
1335,0
1338,0
1339,0
1341,0
1342,0
1343,0
1344,0
1345,0
1346,0
1347,0
1348,0
1350,0
1352,0
1354,0
1355,0
1359,0
1365,0
1366,0
1368,0
1369,0
1370,0
1375,0
1380,0
1381,0
1382,0
1384,0
1388,0
1389,0
1391,0
1392,0
1395,0
1396,0
1397,0
1398,0
1400,0
1401,0
1402,0
1403,0
1405,0
1406,0
1410,0
1417,0
1418,0
1421,0
1423,0
1424,0
1425,0
1426,0
1427,0
1429,0
1430,0
1432,0
1433,0
1436,0
1438,0
1439,0
1440,0
1441,0
1442,0
1443,0
1445,0
1447,0
1448,0
1449,0
1453,0
1456,0
1457,0
1460,0
1462,0
1464,0
1465,0
1466,0
1467,0
1468,0
1473,0
1475,0
1478,0
1481,0
1483,0
1485,0
1486,0
1488,0
1491,0
1495,0
1505,0
1506,0
1508,0
1512,0
1514,0
1516,0
1517,0
1518,0
1519,0
1524,0
1526,0
1528,0
1530,0
1532,0
1533,0
1535,0
1536,0
1538,0
1539,0
1541,0
1542,0
1543,0
1545,0
1546,0
1551,0
1554,0
1556,0
1557,0
1558,0
1559,0
1561,0
1564,0
1565,0
1566,0
1569,0
1571,0
1572,0
1575,0
1577,0
1578,0
1583,0
1584,0
1586,0
1588,0
1590,0
1591,0
1592,0
1597,0
1599,0
1602,0
1603,0
1607,0
1608,0
1613,0
1614,0
1616,0
1619,0
1623,0
1626,0
1627,0
1628,0
1630,0
1631,0
1633,0
1634,0
1635,0
1636,0
1637,0
1638,0
1639,0
1640,0
1642,0
1643,0
1645,0
1646,0
1647,0
1648,0
1650,0
1651,0
1653,0
1657,0
1658,0
1660,0
1661,0
1662,0
1663,0
1665,0
1666,0
1667,0
1669,0
1671,0
1672,0
1674,0
1675,0
1676,0
1677,0
1678,0
1680,0
1682,0
1,1
4,1
8,1
13,1
16,1
17,1
21,1
25,1
26,1
29,1
34,1
40,1
41,1
42,1
45,1
47,1
49,1
63,1
65,1
66,1
67,1
69,1
70,1
72,1
73,1
74,1
80,1
81,1
83,1
85,1
88,1
90,1
91,1
93,1
94,1
95,1
104,1
105,1
108,1
109,1
110,1
111,1
116,1
120,1
122,1
123,1
138,1
139,1
150,1
151,1
152,1
153,1
154,1
158,1
163,1
167,1
168,1
169,1
170,1
171,1
173,1
184,1
186,1
189,1
194,1
201,1
202,1
204,1
208,1
209,1
211,1
216,1
220,1
225,1
231,1
232,1
235,1
236,1
238,1
240,1
242,1
243,1
248,1
249,1
251,1
255,1
256,1
257,1
259,1
261,1
269,1
274,1
284,1
290,1
294,1
301,1
312,1
316,1
319,1
321,1
335,1
337,1
338,1
341,1
342,1
345,1
347,1
352,1
354,1
362,1
364,1
367,1
368,1
369,1
372,1
376,1
377,1
381,1
382,1
383,1
384,1
385,1
386,1
388,1
390,1
391,1
393,1
394,1
395,1
396,1
399,1
400,1
401,1
402,1
407,1
408,1
409,1
410,1
411,1
412,1
414,1
415,1
419,1
422,1
425,1
428,1
430,1
433,1
435,1
451,1
456,1
476,1
477,1
478,1
480,1
481,1
482,1
486,1
487,1
490,1
494,1
495,1
497,1
502,1
512,1
514,1
516,1
517,1
522,1
523,1
524,1
535,1
539,1
545,1
560,1
564,1
571,1
575,1
577,1
579,1
580,1
585,1
598,1
604,1
609,1
613,1
623,1
629,1
630,1
637,1
648,1
652,1
655,1
659,1
663,1
683,1
687,1
688,1
692,1
695,1
700,1
702,1
709,1
710,1
712,1
715,1
718,1
719,1
721,1
722,1
723,1
725,1
728,1
731,1
732,1
734,1
737,1
738,1
739,1
745,1
746,1
747,1
749,1
756,1
763,1
764,1
765,1
775,1
778,1
780,1
781,1
783,1
785,1
786,1
787,1
789,1
790,1
792,1
793,1
795,1
796,1
801,1
804,1
805,1
818,1
819,1
820,1
821,1
824,1
835,1
836,1
842,1
843,1
845,1
853,1
854,1
856,1
859,1
862,1
864,1
866,1
869,1
871,1
873,1
876,1
878,1
881,1
892,1
893,1
894,1
901,1
902,1
904,1
907,1
908,1
913,1
926,1
929,1
932,1
936,1
938,1
940,1
941,1
944,1
945,1
948,1
952,1
953,1
957,1
959,1
964,1
965,1
970,1
971,1
988,1
992,1
993,1
995,1
996,1
997,1
998,1
999,1
1000,1
1001,1
1002,1
1003,1
1007,1
1012,1
1014,1
1023,1
1026,1
1028,1
1029,1
1030,1
1032,1
1035,1
1036,1
1037,1
1040,1
1041,1
1043,1
1044,1
1047,1
1048,1
1049,1
1051,1
1052,1
1054,1
1057,1
1059,1
1061,1
1067,1
1070,1
1071,1
1072,1
1074,1
1079,1
1080,1
1092,1
1093,1
1094,1
1095,1
1098,1
1100,1
1102,1
1103,1
1104,1
1110,1
1114,1
1115,1
1118,1
1120,1
1138,1
1140,1
1155,1
1162,1
1165,1
1166,1
1167,1
1170,1
1172,1
1177,1
1178,1
1179,1
1180,1
1181,1
1182,1
1183,1
1185,1
1186,1
1188,1
1190,1
1197,1
1199,1
1202,1
1203,1
1204,1
1206,1
1209,1
1218,1
1219,1
1225,1
1230,1
1234,1
1237,1
1241,1
1242,1
1246,1
1249,1
1251,1
1254,1
1258,1
1259,1
1269,1
1270,1
1271,1
1272,1
1283,1
1286,1
1287,1
1288,1
1291,1
1295,1
1296,1
1298,1
1301,1
1302,1
1305,1
1308,1
1311,1
1312,1
1321,1
1322,1
1333,1
1336,1
1337,1
1339,1
1349,1
1351,1
1356,1
1360,1
1361,1
1371,1
1374,1
1376,1
1377,1
1385,1
1403,1
1404,1
1408,1
1420,1
1424,1
1425,1
1426,1
1428,1
1435,1
1437,1
1444,1
1446,1
1452,1
1456,1
1457,1
1458,1
1460,1
1461,1
1463,1
1465,1
1472,1
1474,1
1475,1
1479,1
1480,1
1484,1
1487,1
1489,1
1490,1
1492,1
1494,1
1496,1
1498,1
1499,1
1500,1
1502,1
1504,1
1507,1
1509,1
1511,1
1513,1
1521,1
1525,1
1527,1
1534,1
1537,1
1544,1
1550,1
1557,1
1567,1
1568,1
1569,1
1570,1
1588,1
1589,1
1593,1
1600,1
1605,1
1609,1
1611,1
1614,1
1620,1
1622,1
1626,1
1627,1
1631,1
1633,1
1644,1
1647,1
1649,1
1654,1
1655,1
1656,1
1659,1
1664,1
1668,1
1670,1
1681,1
